Time,Force,Position,Sensor
18.135436,2.964485535682456,0.1736879573582936,f
18.135436,2.964485535682456,0.1736879573582936,f
18.139824,3.17211298794526,0.1708102173173709,f
18.144208,3.361455852448791,0.1685439352926198,f
18.148592,3.544274992023968,0.166216975773875,f
18.152972,3.718363185078851,0.1637875995707158,f
18.15736,3.871293577819777,0.1619391321237414,f
18.161744,4.0145352865221815,0.1600744714841251,f
18.166132,4.141153238898367,0.1581356679722167,f
18.17052,4.253276304662302,0.1562069315705106,f
18.174904,4.345882813575841,0.1545536495094965,f
18.179284,4.41836761157162,0.1530457232318104,f
18.183664,4.474657515583111,0.1515764500337966,f
18.188052,4.522118533226846,0.1499536665329376,f
18.19244,4.553463008764262,0.1483359704748054,f
18.19682,4.571993017091974,0.1466160849600803,f
18.20122,4.565281704416318,0.1451541960969628,f
18.205604,4.541554876024593,0.1437108684238041,f
18.209996,4.4998352064290765,0.1423640615019036,f
18.21438,4.430410277647945,0.1415348436870065,f
18.21876,4.368233828666391,0.1405746006344052,f
18.223148,4.309555334276376,0.1394322880436492,f
18.227532,4.254921184636787,0.1381993509211811,f
18.23192,4.2017715747048205,0.1369627855640091,f
18.236304,4.144558032052935,0.1357757586539362,f
18.240688,4.083143440894685,0.1346888282280563,f
18.245072,4.026574228249148,0.1335133233878934,f
18.249452,3.967386446652328,0.1324341800612613,f
18.25384,3.911988366202531,0.1313726495731994,f
18.25822,3.86137690035697,0.1302443184082805,f
18.262608,3.816411846786412,0.1290209330113896,f
18.267,3.776115880003134,0.1277856569311589,f
18.27138,3.738867344513068,0.1265680161662272,f
18.275776,3.700602307596297,0.1254388911795697,f
18.280156,3.665325938064259,0.1243553436899882,f
18.284544,3.631338228544916,0.1233832735619416,f
18.288924,3.60694333620354,0.1223127454617111,f
18.29328,3.584696901545623,0.1213196155148037,f
18.297636,3.567158729613973,0.1203135093882464,f
18.301992,3.552707164914519,0.1193191798812701,f
18.306376,3.537199922849376,0.1184502796700402,f
18.310764,3.519659677930819,0.1178005295623715,f
18.315128,3.503545208811407,0.1172166959068439,f
18.31948,3.4896183733144404,0.116711794196094,f
18.323836,3.479618354750944,0.1162085034132225,f
18.328192,3.4744049507916848,0.1156725325710402,f
18.332556,3.4698554648082656,0.1151940692729092,f
18.336908,3.4684513499655205,0.114717021438939,f
18.341268,3.4693328085926844,0.1142806204814475,f
18.345624,3.469998799555431,0.1139527479563434,f
18.349976,3.473810161658853,0.1136366113581788,f
18.354324,3.478324617677099,0.113364136465758,f
18.358676,3.4860627967139903,0.1130617310427097,f
18.363032,3.4961844890682534,0.1127559218300383,f
18.367388,3.5094711405326837,0.1124519111540266,f
18.371736,3.52770111035729,0.1120601437998332,f
18.376088,3.545032106572146,0.1117249142325997,f
18.38044,3.5680878669399743,0.1113043025130663,f
18.384792,3.593566316564159,0.1108677945247074,f
18.389148,3.622307665145974,0.1103937918636792,f
18.3935,3.6534912909536383,0.1098915884175488,f
18.397852,3.688875965267669,0.1092832999809504,f
18.402204,3.7233812539414406,0.1087189581888047,f
18.406552,3.757906130584705,0.1081446774307334,f
18.410912,3.7924505951974634,0.1075737008831209,f
18.415272,3.8228135992733465,0.1071012025682184,f
18.419624,3.8556776444835577,0.1065757047472544,f
18.423984,3.890280873004792,0.1059917117855397,f
18.428352,3.9249428654345047,0.1053915222062323,f
18.432704,3.960503831473967,0.1047510850015239,f
18.437056,3.9894998236591857,0.1042139356235073,f
18.44144,4.016874160350334,0.1036927702107096,f
18.4458,4.044307260949961,0.1031552759044235,f
18.450152,4.065956833488138,0.1027122268678979,f
18.454508,4.083601237214875,0.1022867307324957,f
18.458896,4.095481700849654,0.1019556284315687,f
18.463276,4.106619894630624,0.1016033147819055,f
18.467632,4.113713743661168,0.1012852996946046,f
18.471992,4.116763247941286,0.1009985147318725,f
18.476372,4.119011718459116,0.1007178157423924,f
18.480736,4.116395222494739,0.100475377595127,f
18.485124,4.107213752676118,0.1003181774550481,f
18.489508,4.098110634735466,0.1001270299113046,f
18.493872,4.090746700105839,0.099872589177626,f
18.498228,4.080119866518581,0.0996505842049785,f
18.502584,4.072111601882607,0.09932871506203,f
18.50694,4.059179606855947,0.0990679467417196,f
18.511304,4.03802180654199,0.0989179598034648,f
18.515652,4.01195986380684,0.0988207309088464,f
18.520004,3.980192744888212,0.098778276141704,f
18.524368,3.9484843898780615,0.098710748590796,f
18.528736,3.9160337650141,0.0986167134284336,f
18.533088,3.877858375997167,0.0985862853351107,f
18.537436,3.846424252559911,0.0983858201135358,f
18.5418,3.817491170256983,0.0981305660810476,f
18.546152,3.787854994039229,0.097827962551877,f
18.550508,3.754975506833337,0.0975448837881402,f
18.55486,3.723815614968977,0.0971969346636198,f
18.559216,3.691854689342329,0.0968456377229049,f
18.563568,3.653328789861436,0.0965748005587912,f
18.567916,3.619804972649197,0.0961954752340178,f
18.57228,3.588000750778489,0.0957514299464225,f
18.576636,3.556274880785752,0.0952618582272755,f
18.580988,3.5171242392680027,0.0948769750002199,f
18.58534,3.479654017152801,0.0944446762944771,f
18.5897,3.441323997366834,0.0940318217491435,f
18.594056,3.40465480901392,0.0935844585005708,f
18.598412,3.3745310065457588,0.0930586605236392,f
18.602768,3.3460680355106507,0.092493913686649,f
18.607128,3.322528794866227,0.0918575425120335,f
18.61148,3.300611209715872,0.0912021487993851,f
18.61582,3.27863486065704,0.0905691503334527,f
18.620176,3.259081200854564,0.0899143202461244,f
18.624536,3.2361471142775025,0.0893483072920432,f
18.628892,3.211513020328402,0.0888288607174681,f
18.633244,3.187562432324636,0.0883639852514732,f
18.637604,3.168457222833582,0.087873719691317,f
18.64196,3.147573654092519,0.0874726330632891,f
18.646312,3.1299333963395948,0.0870474746185761,f
18.650664,3.1204797679349845,0.0865283668868201,f
18.655024,3.1084075705790912,0.0861219450444356,f
18.65938,3.0970188791685307,0.0857755629622063,f
18.663728,3.0871147274655923,0.0854927247725689,f
18.668076,3.084517819470709,0.0851609344114225,f
18.672436,3.079321930494035,0.0849311861911156,f
18.676792,3.079831217700841,0.0846571581242112,f
18.68114,3.086084857030112,0.0843208971250476,f
18.685496,3.0956013953170123,0.0839661435561969,f
18.689856,3.1099437241471337,0.0836132991870936,f
18.694212,3.125008734861573,0.0833079020288977,f
18.698564,3.1432778806251656,0.0830124813719769,f
18.702924,3.165591371139183,0.0827071583556895,f
18.70728,3.194411071598968,0.0823717651268119,f
18.711636,3.2255946974066325,0.0820641942144032,f
18.715988,3.259181424501161,0.0817645678917517,f
18.720352,3.2985125037181544,0.0814127817277768,f
18.724716,3.340266272191504,0.0810692348764616,f
18.729064,3.385282939622484,0.0807063199028406,f
18.733412,3.432683120370836,0.0803682789271336,f
18.737772,3.4775626720153685,0.0800916817941093,f
18.742136,3.52488450088575,0.0798000436802893,f
18.746488,3.5746681949514736,0.0794848727141916,f
18.750848,3.6244714769866895,0.0791659543425598,f
18.755212,3.6776551857964903,0.0787895552303924,f
18.759568,3.739963673503342,0.0782996682784964,f
18.76392,3.796469045179251,0.0778985752775306,f
18.76828,3.85045378775134,0.0775612160108611,f
18.772632,3.900335421664526,0.0772661759279671,f
18.77698,3.9444922914247407,0.0770064994589402,f
18.781328,3.9895285468252135,0.0767219865639282,f
18.785688,4.032161700938821,0.0764345519560323,f
18.790028,4.0740525851986185,0.0761269946809117,f
18.794392,4.111918712677483,0.0758244641432149,f
18.798744,4.148221948570757,0.0755020782943434,f
18.8031,4.18296229287844,0.0751613791071013,f
18.807464,4.2119974610026425,0.0748466471650459,f
18.811816,4.233744973388283,0.0745411008528732,f
18.816164,4.253167736365029,0.0741989647029367,f
18.820524,4.266983263005758,0.0738374148203328,f
18.82488,4.280935905432935,0.073422813845643,f
18.829236,4.290922554987657,0.0729759675866745,f
18.833588,4.297724657462718,0.0725086694302244,f
18.837952,4.29802054999201,0.0720517190169987,f
18.842304,4.289270015502226,0.0716547165707774,f
18.846652,4.2707111961700575,0.07129585573397,f
18.851016,4.2497884514900095,0.0709060494995201,f
18.85538,4.225681159730303,0.0704909837790364,f
18.859732,4.200030564354496,0.0700392731696005,f
18.864084,4.177799571692261,0.0695091860607503,f
18.868448,4.1482221593829856,0.0689940686246621,f
18.8728,4.116261233756338,0.0684507756761792,f
18.877152,4.081056997141551,0.0679010582159,f
18.881508,4.041788827806848,0.0673450655411652,f
18.885864,4.00011755718528,0.0667666998449647,f
18.890212,3.956844219039135,0.0661698814107976,f
18.89456,3.9111481916366335,0.0655546653718163,f
18.898916,3.86461195453286,0.0649364222844139,f
18.903264,3.8147148786239926,0.0643547565807331,f
18.907624,3.762277585641815,0.0638047320629985,f
18.911976,3.7031577909884352,0.0633243434278616,f
18.916332,3.6439792324265783,0.0628582812388458,f
18.920684,3.585640883565995,0.062364518440778,f
18.925036,3.5322458530655885,0.0618284387524203,f
18.929384,3.482113721522811,0.0612779371911858,f
18.93374,3.432704271864353,0.0607601232481312,f
18.938096,3.387358754925811,0.0602363265758038,f
18.942444,3.3410946764080265,0.0597541161088092,f
18.946796,3.2955532797745595,0.0593071422993757,f
18.951148,3.2491129095313425,0.0588900290623554,f
18.955508,3.2083777154716047,0.0584636229259282,f
18.959852,3.1708270684915267,0.0580677458006544,f
18.964204,3.1315176502309323,0.0577289360869466,f
18.968556,3.094572157318217,0.0574255086275404,f
18.972916,3.060010177722873,0.0571481030259117,f
18.97726,3.0278512994143942,0.0568872013691321,f
18.981608,3.0038790504542283,0.0566098326785878,f
18.985964,2.986452187378816,0.0563228905883853,f
18.99032,2.9739490546940868,0.0560216472508399,f
18.994676,2.972192356400476,0.055655921803497,f
18.999024,2.978720227302642,0.0552282154662807,f
19.003388,2.9909924503272727,0.0547915575909385,f
19.007744,3.005648186669275,0.0543957785614612,f
19.012096,3.021046192865088,0.054043085337449,f
19.016456,3.038906064256242,0.0536897968211956,f
19.020812,3.0609278082147777,0.0533004789731144,f
19.025168,3.079647477276698,0.052926030654591,f
19.02952,3.104189850339053,0.0525066534863501,f
19.03388,3.130353878895477,0.0520964635639594,f
19.038232,3.15561893384215,0.0517294877882338,f
19.042588,3.1808644008193308,0.0513774328730443,f
19.046924,3.2061098677965107,0.0510289836368394,f
19.051283999999995,3.238819282237688,0.0506351756705936,f
19.05564,3.2723689063801364,0.0502302418243706,f
19.059996,3.30757936195564,0.0498191320923288,f
19.064348000000003,3.341109398128597,0.0494321875656037,f
19.068708,3.367136310898573,0.0491129876103223,f
19.073064,3.391502392235495,0.0488106662239371,f
19.07742,3.413387020407583,0.0485225938842863,f
19.081772,3.4261076937436354,0.0483111784886645,f
19.086128,3.437108771738157,0.048142999245919,f
19.090488,3.4431665313725017,0.0479865944423424,f
19.09484,3.4459222161102314,0.0478401217848205,f
19.0992,3.4462552115916045,0.0476737079594748,f
19.10356,3.442426334505597,0.0475358794995117,f
19.107916,3.434435584852209,0.047426038024309,f
